Provider Approval Number,Service Approval Number,Legal Name,Trading Name,Address,Suburb,State,Postcode,Date Approval Granted,Conditions
PR-40027210,,NICKELL PTY LTD ATF NICKELL UNIT TRUST,NICWHITE PTY LTD,126 Ridge Rd,WHITTLESEA,VIC,3757,09-02-2022,
PR-40027211,,ROXBURGH PARK BUSINESS ONE EEG PTY LTD,Roxburgh Park Business ONE EEG Pty Ltd,Fl 4  88 Albert Rd,SOUTH MELBOURNE,VIC,3205,19-10-2021,
PR-40027219,,ILIM LEARNING SANCTUARY LIMITED,,48 Box Forest Rd,HADFIELD,VIC,3046,15-09-2022,
PR-40027298,,Creative Minds Early Years Pty Ltd,CREATIVE MINDS KINDERGARTEN AND EARLY LEARNING CENTRE PTY LTD,76 Murray Street,COLAC,VIC,3250,19-10-2021,
PR-40027315,,Kyrillos Nominees Pty Ltd ATF The Kyrillos Property Trust,,3 Carson Cres,HAWTHORN,VIC,3122,12-08-2022,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, MARY TOSSOUN, must undertake professional development on the Child Safe Standards 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.

The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40027356,,AVI & M ENTERPRISES PTY LTD,MY LITTLE KINGDOM CHILDCARE,16 Bayview Rd,OFFICER,VIC,3809,15-07-2022,"Prior to applying for service approval or transfer, the persons with management or control of the approved provider, Avinash Kaur, must undertake professional development in Quality Area: 7 – Governance and leadership and the Child Safe Standards.

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.

The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40027357,,Little Stars Florina Pty Ltd ATF Little Stars Florina Trust,Little Stars Early Learning & Kindergarten Shepparton,"Suite 9, 26-28 Verdun Drive",NARRE WARREN,VIC,3805,28-10-2021,
PR-40027362,,WANDIN YALLOCK PRIMARY SCHOOL COUNCIL,Wandin Yallock Primary School,105 Beenak Rd,WANDIN NORTH,VIC,3139,09-01-2022,
PR-40027416,,Little Stars Endeavour Hills Pty Ltd ATF Little Stars Endeavour Hills Trust,Little Stars Early Learning & Kindergarten Endeavour Hills,"Suite 9, 26-28 Verdun Drive",NARRE WARREN,VIC,3805,28-10-2021,
PR-40027417,,Little Stars Cranbourne Pty Ltd ATF Little Stars Cranbourne Trust,Little Stars Early Learning & Kindergarten Cranbourne,"Suite 9, 26-28 Verdun Drive",NARRE WARREN,VIC,3805,28-10-2021,
PR-40027419,,Little Stars Pakenham Pty Ltd ATF Little Stars Pakenham Trust,Little Stars Early Learning & Kindergarten Pakenham,"Suite 9, 26-28 Verdun Drive",NARRE WARREN,VIC,3805,28-10-2021,
PR-40027420,,Little Stars Melton Pty Ltd ATF Little Stars Melton Trust,Little Stars Early Learning & Kindergarten Melton,"Suite 9, 26-28 Verdun Drive",NARRE WARREN,VIC,3805,28-10-2021,
PR-40027421,,Little Stars Noble Park Pty Ltd ATF Little Stars Noble Park Trust,Little Stars Early Learning & Kindergarten Noble Park,"Suite 9, 26-28 Verdun Drive",NARRE WARREN,VIC,3805,28-10-2021,
PR-40027434,,GENIUS EDUCATION PTY LTD,,"Level 1, 60 Toorak Road",SOUTH YARRA,VIC,3141,16-11-2021,
PR-40027435,,GENIUS EDUCATION HOLDINGS PTY LTD,,"Level 1, 60 Toorak Road",SOUTH YARRA,VIC,3141,28-10-2021,
PR-40027483,,Kanchani Manik Wijesinghe,,10a McIver St,FERNTREE GULLY,VIC,3156,02-09-2022,"The person(s) with management or control of the approved provider, Kanchani Manik Wijesinghe, must undertake professional development in Quality Area 7 - Governance and Leadership and Child Safe Standards prior to applying for service approval or transfer.

• The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
• The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40027502,,JML TRADING CROYDON PTY LTD,Explorers Early Learning - Croydon,110-112 Bridport St,ALBERT PARK,VIC,3206,19-12-2021,
PR-40027503,,JML Trading Ashwood Pty Ltd,Explorers Early Learning - Ashwood,110-112 Bridport St,ALBERT PARK,VIC,3206,19-12-2021,
PR-40027537,,SHINING BUB PTY LTD,SHINING BUB PYT LTD,"4, dewy court",MICKLEHAM,VIC,3064,07-09-2022,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, Khadija Dodhia must undertake professional development on the Child Safe Standards
•		The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
•		The Department must be provided with proof of completion of the professional development within 7 days of completion
"
PR-40027544,,Ullamo Pty Ltd,On The Right Tracks Boutique Education and Care,36 Holbrook Dr,ARMSTRONG CREEK,VIC,3217,22-07-2022,
PR-40027572,,RIVERGUM EARLY LEARNING CENTRE PTY LTD,Rivergum Early Learning Centre Trust,550 Plenty Rd,MILL PARK,VIC,3082,21-01-2022,
PR-40027602,,JUNIOR STARS PTY LTD,GREENFIELD EARLY LEARNING CENTRE,1 Tathra Gr,POINT COOK,VIC,3030,27-02-2022,
PR-40027606,,The Trustee for T&T Phan Family Trust,Lil' Angels Early Learning Centre,7 Sutherland Court,TARNEIT,VIC,3029,12-12-2021,
PR-40027610,,FEDERATION CHILDREN NTH GEELONG PTY LTD,FEDERATION CHILDREN NTH GEELONG PTY LTD,16 Coghlan St,NIDDRIE,VIC,3042,29-11-2021,
PR-40027612,,INTERCHANGE OUTER EAST INC.,Interchange Outer East,5 Yose St,FERNTREE GULLY,VIC,3156,25-01-2022,
PR-40027643,,Pink Flamingo Family Day Care PTY LTD,Pink Flamingo Family Day Care,33 Von Nida Dr,CRANBOURNE NORTH,VIC,3977,13-05-2022,
PR-40027671,,YOMYSUNSHINE PTY LTD,Nirosha Ranawaka,52 Murray Road,DANDENONG NORTH,VIC,3175,07-08-2022,
PR-40027772,,DON SMYTHE PTY. LTD.,,3 Willoby Avenue,GLEN IRIS,VIC,3146,30-12-2021,
PR-40027789,,Earth Child Education PTY LTD,Earth Child Education PTY LTD,6 Hillview Dr,CARRUM DOWNS,VIC,3201,07-09-2022,
PR-40027802,,ELLES BELLES EARLY LEARNING PTY LTD,Elles Belles Early Learning,730 North Rd,ORMOND,VIC,3204,12-12-2021,
PR-40027806,,LINKCARE PTY LTD,Little Wings Early Learning Centre and Kindergarten,7 Centurion Ct,MULGRAVE,VIC,3170,18-06-2022,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, Sangeeta Bansal, must undertake professional development on the Child Safe Standards and in Quality Area: 7 – Governance and leadership

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.

The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40027814,,CHOKLITS SURREY HILLS PTY LTD,,122 Cole St,BRIGHTON,VIC,3186,16-11-2021,
PR-40027843,,SUNRISE CHILDREN PTY LTD,,226 Sanctuary Lakes North Bvd,POINT COOK,VIC,3030,22-08-2022,
PR-40027853,,"LUTHERAN EDUCATION VIC, NSW, TAS AND ACT LTD",LEVNT,1/755 Station Street,BOX HILL,VIC,3128,28-08-2022,
PR-40027859,,FOLKSTONE EARLY LEARNING PTY LTD,Folkstone Early Learning Centre,16 Coghlan St,NIDDRIE,VIC,3042,29-11-2021,
PR-40027902,,CHOKLITS CROYDON PTY LTD,,122 Cole Street,BRIGHTON,VIC,3186,16-11-2021,
PR-40027924,,DISCOVERY BAY GROUP PTY LTD,Discovery Bay Group,"AXXESS CORPORATE PARK, UNIT 118, 45 Gilby Rd",MOUNT WAVERLEY,VIC,3149,25-01-2022,
PR-40027957,,KURANYA PTY LTD,,226 Sanctuary Lakes North Bvd,POINT COOK,VIC,3030,09-01-2022,
PR-40027964,,Yizhang Li,,4 Colvin Gr,HAWTHORN,VIC,3122,04-10-2022,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, Yizhang Li, must undertake professional development on the Child Safe Standards
•		The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
•		The Department must be provided with proof of completion of the professional development within 7 days of completion.

"
PR-40027992,,SKIPTON PRIMARY SCHOOL,Skipton Primary School,"Skipton Primary School, 7 Montgomery St",SKIPTON,VIC,3361,21-01-2022,
PR-40027993,,Thla Cung Lian Van Hlei,Kids Haven,8 Angelique Gr,ALBANVALE,VIC,3021,07-08-2022,
PR-40028087,,LONGWOOD PRIMARY SCHOOL COUNCIL,Longwood Primary School Council,1-21 Hurley St,LONGWOOD,VIC,3665,25-01-2022,
PR-40028088,,LOCH PRIMARY SCHOOL,Loch Primary School Council,2 Victoria Road,LOCH,VIC,3945,25-01-2022,
PR-40028105,,FLOWERDALE PRIMARY SCHOOL,Flowerdale Primary School Council Out of Hours School Care,3377 Whittlesea Yea Road,FLOWERDALE,VIC,3717,25-01-2022,
PR-40028107,,BUANGOR PRIMARY SCHOOL,Buangor Primary School,26 School Road,BUANGOR,VIC,3375,25-01-2022,
PR-40028139,,Wangala Primary School Council,Wangala Primary School,PO Box 7022,HIGHTON,VIC,3216,25-01-2022,
PR-40028159,,Nangiloc Colignan and District Primary School Council,,2612 Kulkyne Way,NANGILOC,VIC,3494,26-04-2022,
PR-40028205,,O.W LANYON & MARK J. KLOSE PTY LTD & A.J STURMAN,Northern Oasis ELC,120 Godfrey St,BOORT,VIC,3537,18-10-2022,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, Mark Klose and Amy Sturman, must undertake professional development on the Child Safe Standards 
o	The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
o	The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-40028266,,PLATYPUS JUNCTION LANGWARRIN SOUTH PTY LTD,,"12 Kanowna street, Hampton",HAMPTON,VIC,3188,17-02-2022,
PR-40028283,,CHOICE CARE PTY LTD,Connect the Dots Family Day Care,16 Shorts Road,COBURG NORTH,VIC,3058,04-01-2023,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, CHOICE CARE PTY LTD, Nadia Machlouch, must undertake professional development on the Child Safe Standards 

Prior to applying for service approval or transfer, the person with management or control of the approved provider, CHOICE CARE PTY LTD, Nadia Machlouch, must undertake professional development on the quality Area 7 Governance 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development. 

The Department must be provided with proof of completion of the professional development within 7 days of completion. "
PR-40028295,,Gruyere Primary School Council,Gruyere Primary School,99 Killara Road,GRUYERE,VIC,3770,14-04-2022,
PR-40028335,,LANGLEY PRIMARY SCHOOL COUNCIL,Langley Primary School,RSD Redesdale Road,LANGLEY,VIC,3444,27-01-2022,
PR-40028371,,Sam Jishan Xia,,19 Park Hill Way,DONCASTER,VIC,3108,03-07-2023,
PR-40028424,,MELBOURNE ARCHDIOCESE CATHOLIC SCHOOLS EARLY YEARS EDUCATION LTD,,L 8  228 Victoria Pde,EAST MELBOURNE,VIC,3002,15-12-2022,
PR-40028429,,Cubby House Early Learning and Care Centre Pty Ltd,Cubby House Early Learning and Care Centre Pty Ltd,22 Ballara Drive,WODONGA,VIC,3690,27-05-2022,
PR-40028480,,NEXUS LEARNING PTY LTD,,"101 Overton Rd, Suite 314",WILLIAMS LANDING,VIC,3027,14-03-2023,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, NEXUS LEARNING PTY LTD /Vishwendra Singh must undertake professional development on the Child Safe Standards 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development. 

The Department must be provided with proof of completion of the professional development within 7 days of completion. "
PR-40028547,,IDAUM EARLY LEARNING CENTRE PTY LTD,iDaum Early Learning Centre,24 Board St,DONCASTER,VIC,3108,14-09-2022,
PR-40028588,,JML Trading Frankston North Pty Ltd,Early Learning Group,110-112 Bridport St,ALBERT PARK,VIC,3206,06-06-2022,
PR-40028590,,"IBH	Investments	Pty	Ltd	ATF	IBH	Family Trust",,31 Kyora Pde,BALWYN NORTH,VIC,3104,14-09-2022,
PR-40028731,,LOUISE IPPOLITO,,43 Closter Ave,ASHWOOD,VIC,3147,18-08-2022,
PR-40028742,,Wedderburn College,Wedderburn College,PO Box 20,WEDDERBURN,VIC,3518,26-04-2022,
PR-40028763,,BRIGHTSTAR EARLY LEARNING PTY LTD ATF BRIGHTSTAR EARLY LEARNING TRUST,Vantage Architecture,1093 Burke Rd,HAWTHORN EAST,VIC,3123,20-11-2022,
PR-40028795,,VALENCIA GROUP PTY LTD,,58 Valepark Dr,DONVALE,VIC,3111,23-11-2022,"Prior to applying for service approval or transfer, the persons with management or control of the approved provider, AMIT TANEJA and SMRITI BATTA, must undertake professional development on the Child Safe Standards 

Prior to applying for service approval or transfer, the person with management or control of the approved provider, SMRITI BATTA, must undertake professional development in Quality Area 7 – Governance and Leadership. 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development. 

The Department must be provided with proof of completion of the professional development within 7 days of completion. "
PR-40028830,,BURTON RIVER PTY. LTD. ATF Rosenberg Buddies Mckinnon Family Trust,Buddies McKinnon Early Learning Centre,6 Thanet St,MALVERN,VIC,3144,07-08-2022,
PR-40028856,,KJ AUSTRALIA PTY LTD,HAPPY SPROUTS EARLY LEANING,25 Riverway View,CRAIGIEBURN,VIC,3064,11-08-2022,
PR-40028883,,ONEWORLD EARLY LEARNING PTY LTD,ONEWORLD Early Learning,12 Oaktree Ave,WYNDHAM VALE,VIC,3024,08-07-2023,"Prior to applying for service approval or transfer, the persons with management or control of the approved provider, Rahul Garg and Payal Dewan must undertake professional development on the Child Safe Standards 
o	The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
o	The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40029105,,WILLOWBANK EARLY LEARNING CENTRE NEW GISBORNE PTY LTD,,57 Cabbage Tree Lane,GISBORNE SOUTH,VIC,3437,23-05-2022,
PR-40029108,,EARLY EDUCATION JOURNEY PTY LTD,OAKLEIGH EARLY LEARNING JOURNEY,U 1  86 Ferntree Gully Rd,OAKLEIGH EAST,VIC,3166,23-05-2022,
PR-40029137,,A&H AGE CARE & MENTAL HEALTH CARERS PTY LTD,First Steps Early Learning Journey,7 Boronia Grove,DONCASTER EAST,VIC,3109,10-11-2022,
PR-40029152,,ANGELS EARLY LEARNING PTY LTD,TRUGANINA FAMILY DAY CARE,26 TAVENDALE CRESCENT,TRUGANINA,VIC,3029,15-05-2022,
PR-40029196,,Orrsome Kids 1 Pty Ltd ATF The Orr Family Trust 1,,18 County Tce,CROYDON HILLS,VIC,3136,06-07-2022,
PR-40029197,,Meraki Childcare 2 Pty Ltd,Meraki Childcare 2 Pty Ltd,101-103 Manchester Rd,MOOROOLBARK,VIC,3138,06-07-2022,
PR-40029287,,JML Trading Essendon Pty Ltd,Explorers Early Learning - Essendon,163-171 Clarendon St,SOUTHBANK,VIC,3006,15-08-2022,
PR-40029362,,HEATHMONT MONTESSORI PTY LTD,Heathmont Kindergarten,PO Box 8036,CROYDON,VIC,3136,09-08-2022,
PR-40029398,,MGC Education Pty Ltd,,22 Cunningham Ch,BURNSIDE HEIGHTS,VIC,3023,03-10-2022,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, Stephanie Gregoric Ceballos, must undertake professional development on the Child Safe Standards
•		The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
•		The Department must be provided with proof of completion of the professional development within 7 days of completion
"
PR-40029434,,"ASPIRE EARLY EDUCATION & KINDERGARTEN, WESTBROOK, TRUGANINA PTY LTD",,873 Dohertys Rd,TRUGANINA,VIC,3029,29-08-2022,
PR-40029500,,R&I PRECISE SERVICES PTY LTD,,19 Horsetail Ave,TRUGANINA,VIC,3029,22-11-2022,
PR-40029582,,ACACIA PARK EARLY LEARNING CENTRE AND KINDERGARTEN PTY LTD ATF Acacia Park Trust,Acacia Park Early Learning Centre and Kindergarten,14 Hafey Way,LANGWARRIN,VIC,3910,09-08-2022,
PR-40029646,,Asik Pty Ltd ATF Asik Family Trust,,PO BOX 480,DOVETON,VIC,3177,20-03-2023,
PR-40029675,,ASPIRE EARLY EDUCATION & KINDERGARTEN DEANSIDE PTY LTD,Aspire Early Education & Kindergarten Deanside PTY LTD,100 Sinclairs rd,PLUMPTON,VIC,3335,14-09-2022,
PR-40029679,,ASPIRE EARLY EDUCATION & KINDERGARTEN DONNYBROOK PTY LTD,Aspire Early Education & Kindergarten,4 Donnybrook rd,DONNYBROOK,VIC,3064,30-08-2022,
PR-40029681,,EL BOPOREA PTY LTD,,2 Pamela St,MOUNT WAVERLEY,VIC,3149,04-11-2022,
PR-40029802,,1234 PTY LTD,,"Brandon Park Corporate Centre, L 3  2 Brandon Park Dr",WHEELERS HILL,VIC,3150,24-01-2023,
PR-40030027,,A.C.N. 662 155 357 PTY. LTD.,,10 OVERLAND DRIVE,DOREEN,VIC,3754,07-02-2023,
